kpi_group,total_population,communes,avg_road_time_min,longest_road_time_min,population_outside_30_min,population_outside_60_min,communes_outside_30_min,communes_outside_60_min,mapped_facilities
muong_ang_commune_access,50338.44,10,48.1,71.3,42068.69,23512.28,8,5,9
